Grupo de edad,Sexo,Fecha,Casos confirmados
45 - 49 años,M,2022-03-11,126230
50 - 54 años,M,2022-03-11,113902
55 - 59 años,M,2022-03-11,109850
60 - 64 años,M,2022-03-11,86618
65 - 69 años,M,2022-03-11,59037
70 - 74 años,M,2022-03-11,40881
75 - 79 años,M,2022-03-11,28330
80 y más años,M,2022-03-11,32747
00 - 04 años,F,2022-03-11,48984
05 - 09 años,F,2022-03-11,57585
10 - 14 años,F,2022-03-11,79592
15 - 19 años,F,2022-03-11,105078
20 - 24 años,F,2022-03-11,172487
25 - 29 años,F,2022-03-11,216032
30 - 34 años,F,2022-03-11,210594
35 - 39 años,F,2022-03-11,169227
40 - 44 años,F,2022-03-11,145233
45 - 49 años,F,2022-03-11,136309
50 - 54 años,F,2022-03-11,124357
55 - 59 años,F,2022-03-11,119028
60 - 64 años,F,2022-03-11,92284
65 - 69 años,F,2022-03-11,63940
70 - 74 años,F,2022-03-11,45281
75 - 79 años,F,2022-03-11,32892
80 y más años,F,2022-03-11,49192
00 - 04 años,M,2022-03-14,56145
05 - 09 años,M,2022-03-14,63785
10 - 14 años,M,2022-03-14,81827
15 - 19 años,M,2022-03-14,92096
20 - 24 años,M,2022-03-14,154624
25 - 29 años,M,2022-03-14,201922
30 - 34 años,M,2022-03-14,204885
35 - 39 años,M,2022-03-14,166420
40 - 44 años,M,2022-03-14,139371
45 - 49 años,M,2022-03-14,127403
50 - 54 años,M,2022-03-14,114874
55 - 59 años,M,2022-03-14,110852
60 - 64 años,M,2022-03-14,87462
65 - 69 años,M,2022-03-14,59623
70 - 74 años,M,2022-03-14,41221
75 - 79 años,M,2022-03-14,28557
80 y más años,M,2022-03-14,33099
00 - 04 años,F,2022-03-14,50116
05 - 09 años,F,2022-03-14,59288
10 - 14 años,F,2022-03-14,81801
15 - 19 años,F,2022-03-14,106751
20 - 24 años,F,2022-03-14,174143
25 - 29 años,F,2022-03-14,218247
30 - 34 años,F,2022-03-14,213023
35 - 39 años,F,2022-03-14,171491
40 - 44 años,F,2022-03-14,147182
45 - 49 años,F,2022-03-14,137979
50 - 54 años,F,2022-03-14,125732
55 - 59 años,F,2022-03-14,120417
60 - 64 años,F,2022-03-14,93325
65 - 69 años,F,2022-03-14,64658
70 - 74 años,F,2022-03-14,45689
75 - 79 años,F,2022-03-14,33165
80 y más años,F,2022-03-14,49733
00 - 04 años,M,2022-03-18,57588
05 - 09 años,M,2022-03-18,66354
10 - 14 años,M,2022-03-18,85064
15 - 19 años,M,2022-03-18,93897
20 - 24 años,M,2022-03-18,155894
25 - 29 años,M,2022-03-18,203678
30 - 34 años,M,2022-03-18,207111
35 - 39 años,M,2022-03-18,168378
40 - 44 años,M,2022-03-18,141085
45 - 49 años,M,2022-03-18,128885
50 - 54 años,M,2022-03-18,116090
55 - 59 años,M,2022-03-18,112100
60 - 64 años,M,2022-03-18,88340
65 - 69 años,M,2022-03-18,60200
70 - 74 años,M,2022-03-18,41565
75 - 79 años,M,2022-03-18,28868
80 y más años,M,2022-03-18,33440
00 - 04 años,F,2022-03-18,51446
05 - 09 años,F,2022-03-18,61511
10 - 14 años,F,2022-03-18,84728
15 - 19 años,F,2022-03-18,108877
20 - 24 años,F,2022-03-18,176167
25 - 29 años,F,2022-03-18,221037
30 - 34 años,F,2022-03-18,216491
35 - 39 años,F,2022-03-18,174487
40 - 44 años,F,2022-03-18,149696
45 - 49 años,F,2022-03-18,140178
50 - 54 años,F,2022-03-18,127479
55 - 59 años,F,2022-03-18,121983
60 - 64 años,F,2022-03-18,94451
65 - 69 años,F,2022-03-18,65414
70 - 74 años,F,2022-03-18,46125
75 - 79 años,F,2022-03-18,33491
80 y más años,F,2022-03-18,50278
00 - 04 años,M,2022-03-21,58312
05 - 09 años,M,2022-03-21,67554
10 - 14 años,M,2022-03-21,86852
15 - 19 años,M,2022-03-21,95024
20 - 24 años,M,2022-03-21,156763
25 - 29 años,M,2022-03-21,204817
30 - 34 años,M,2022-03-21,208375
35 - 39 años,M,2022-03-21,169552
40 - 44 años,M,2022-03-21,142101
45 - 49 años,M,2022-03-21,129814
50 - 54 años,M,2022-03-21,116900
55 - 59 años,M,2022-03-21,112837
60 - 64 años,M,2022-03-21,88901
65 - 69 años,M,2022-03-21,60612
70 - 74 años,M,2022-03-21,41832
75 - 79 años,M,2022-03-21,29054
80 y más años,M,2022-03-21,33658
00 - 04 años,F,2022-03-21,52093
05 - 09 años,F,2022-03-21,62605
10 - 14 años,F,2022-03-21,86360
15 - 19 años,F,2022-03-21,110247
20 - 24 años,F,2022-03-21,177431
25 - 29 años,F,2022-03-21,222675
30 - 34 años,F,2022-03-21,218429
35 - 39 años,F,2022-03-21,176272
40 - 44 años,F,2022-03-21,151243
45 - 49 años,F,2022-03-21,141482
50 - 54 años,F,2022-03-21,128530
55 - 59 años,F,2022-03-21,122954
60 - 64 años,F,2022-03-21,95211
65 - 69 años,F,2022-03-21,65916
70 - 74 años,F,2022-03-21,46396
75 - 79 años,F,2022-03-21,33729
80 y más años,F,2022-03-21,50626
00 - 04 años,M,2022-03-25,58942
05 - 09 años,M,2022-03-25,68671
10 - 14 años,M,2022-03-25,88616
15 - 19 años,M,2022-03-25,96343
20 - 24 años,M,2022-03-25,157718
25 - 29 años,M,2022-03-25,206063
30 - 34 años,M,2022-03-25,209836
35 - 39 años,M,2022-03-25,170864
40 - 44 años,M,2022-03-25,143220
45 - 49 años,M,2022-03-25,130802
50 - 54 años,M,2022-03-25,117741
55 - 59 años,M,2022-03-25,113605
60 - 64 años,M,2022-03-25,89483
65 - 69 años,M,2022-03-25,60957
70 - 74 años,M,2022-03-25,42081
75 - 79 años,M,2022-03-25,29213
80 y más años,M,2022-03-25,33877
00 - 04 años,F,2022-03-25,52661
05 - 09 años,F,2022-03-25,63618
10 - 14 años,F,2022-03-25,87935
15 - 19 años,F,2022-03-25,111708
20 - 24 años,F,2022-03-25,178855
25 - 29 años,F,2022-03-25,224439
30 - 34 años,F,2022-03-25,220519
35 - 39 años,F,2022-03-25,178088
40 - 44 años,F,2022-03-25,152791
45 - 49 años,F,2022-03-25,142869
50 - 54 años,F,2022-03-25,129632
55 - 59 años,F,2022-03-25,123922
60 - 64 años,F,2022-03-25,95955
65 - 69 años,F,2022-03-25,66333
70 - 74 años,F,2022-03-25,46683
75 - 79 años,F,2022-03-25,33933
80 y más años,F,2022-03-25,50948
00 - 04 años,M,2022-03-28,59229
05 - 09 años,M,2022-03-28,69171
10 - 14 años,M,2022-03-28,89541
15 - 19 años,M,2022-03-28,97199
20 - 24 años,M,2022-03-28,158472
25 - 29 años,M,2022-03-28,206881
30 - 34 años,M,2022-03-28,210715
35 - 39 años,M,2022-03-28,171604
40 - 44 años,M,2022-03-28,143860
45 - 49 años,M,2022-03-28,131392
50 - 54 años,M,2022-03-28,118271
55 - 59 años,M,2022-03-28,114059
60 - 64 años,M,2022-03-28,89813
65 - 69 años,M,2022-03-28,61191
70 - 74 años,M,2022-03-28,42254
75 - 79 años,M,2022-03-28,29344
80 y más años,M,2022-03-28,34039
00 - 04 años,F,2022-03-28,52965
05 - 09 años,F,2022-03-28,64066
10 - 14 años,F,2022-03-28,88845
15 - 19 años,F,2022-03-28,112837
20 - 24 años,F,2022-03-28,179944
25 - 29 años,F,2022-03-28,225584
30 - 34 años,F,2022-03-28,221645
35 - 39 años,F,2022-03-28,179071
40 - 44 años,F,2022-03-28,153644
45 - 49 años,F,2022-03-28,143635
50 - 54 años,F,2022-03-28,130363
55 - 59 años,F,2022-03-28,124509
60 - 64 años,F,2022-03-28,96339
65 - 69 años,F,2022-03-28,66608
70 - 74 años,F,2022-03-28,46888
75 - 79 años,F,2022-03-28,34077
80 y más años,F,2022-03-28,51163
00 - 04 años,M,2022-04-01,59502
05 - 09 años,M,2022-04-01,69656
10 - 14 años,M,2022-04-01,90511
15 - 19 años,M,2022-04-01,98098
20 - 24 años,M,2022-04-01,159279
25 - 29 años,M,2022-04-01,207724
30 - 34 años,M,2022-04-01,211728
35 - 39 años,M,2022-04-01,172398
40 - 44 años,M,2022-04-01,144583
45 - 49 años,M,2022-04-01,132092
50 - 54 años,M,2022-04-01,118882
55 - 59 años,M,2022-04-01,114572
60 - 64 años,M,2022-04-01,90188
65 - 69 años,M,2022-04-01,61426
70 - 74 años,M,2022-04-01,42408
75 - 79 años,M,2022-04-01,29458
80 y más años,M,2022-04-01,34227
00 - 04 años,F,2022-04-01,53262
05 - 09 años,F,2022-04-01,64487
10 - 14 años,F,2022-04-01,89723
15 - 19 años,F,2022-04-01,113943
20 - 24 años,F,2022-04-01,181068
25 - 29 años,F,2022-04-01,226828
30 - 34 años,F,2022-04-01,222940
35 - 39 años,F,2022-04-01,180178
40 - 44 años,F,2022-04-01,154660
45 - 49 años,F,2022-04-01,144568
50 - 54 años,F,2022-04-01,131124
55 - 59 años,F,2022-04-01,125172
60 - 64 años,F,2022-04-01,96745
65 - 69 años,F,2022-04-01,66902
70 - 74 años,F,2022-04-01,47096
75 - 79 años,F,2022-04-01,34209
80 y más años,F,2022-04-01,51390
00 - 04 años,M,2022-04-04,59661
05 - 09 años,M,2022-04-04,69912
10 - 14 años,M,2022-04-04,91011
15 - 19 años,M,2022-04-04,98667
20 - 24 años,M,2022-04-04,159748
25 - 29 años,M,2022-04-04,208257
30 - 34 años,M,2022-04-04,212324
35 - 39 años,M,2022-04-04,172860
40 - 44 años,M,2022-04-04,144977
45 - 49 años,M,2022-04-04,132475
50 - 54 años,M,2022-04-04,119261
55 - 59 años,M,2022-04-04,114904
60 - 64 años,M,2022-04-04,90395
65 - 69 años,M,2022-04-04,61602
70 - 74 años,M,2022-04-04,42510
75 - 79 años,M,2022-04-04,29550
80 y más años,M,2022-04-04,34333
00 - 04 años,F,2022-04-04,53435
05 - 09 años,F,2022-04-04,64737
10 - 14 años,F,2022-04-04,90263
15 - 19 años,F,2022-04-04,114579
20 - 24 años,F,2022-04-04,181734
25 - 29 años,F,2022-04-04,227591
30 - 34 años,F,2022-04-04,223679
35 - 39 años,F,2022-04-04,180837
40 - 44 años,F,2022-04-04,155250
45 - 49 años,F,2022-04-04,145089
50 - 54 años,F,2022-04-04,131621
55 - 59 años,F,2022-04-04,125602
60 - 64 años,F,2022-04-04,97011
65 - 69 años,F,2022-04-04,67086
70 - 74 años,F,2022-04-04,47215
75 - 79 años,F,2022-04-04,34330
80 y más años,F,2022-04-04,51552
00 - 04 años,M,2022-04-08,59869
05 - 09 años,M,2022-04-08,70215
10 - 14 años,M,2022-04-08,91646
15 - 19 años,M,2022-04-08,99252
20 - 24 años,M,2022-04-08,160285
25 - 29 años,M,2022-04-08,208889
30 - 34 años,M,2022-04-08,212949
35 - 39 años,M,2022-04-08,173414
40 - 44 años,M,2022-04-08,145503
45 - 49 años,M,2022-04-08,132972
50 - 54 años,M,2022-04-08,119670
55 - 59 años,M,2022-04-08,115286
60 - 64 años,M,2022-04-08,90660
65 - 69 años,M,2022-04-08,61765
70 - 74 años,M,2022-04-08,42616
75 - 79 años,M,2022-04-08,29654
80 y más años,M,2022-04-08,34450
00 - 04 años,F,2022-04-08,53652
05 - 09 años,F,2022-04-08,65020
10 - 14 años,F,2022-04-08,90811
15 - 19 años,F,2022-04-08,115254
20 - 24 años,F,2022-04-08,182456
25 - 29 años,F,2022-04-08,228415
30 - 34 años,F,2022-04-08,224571
35 - 39 años,F,2022-04-08,181575
40 - 44 años,F,2022-04-08,155929
45 - 49 años,F,2022-04-08,145739
50 - 54 años,F,2022-04-08,132192
55 - 59 años,F,2022-04-08,126084
60 - 64 años,F,2022-04-08,97349
65 - 69 años,F,2022-04-08,67271
70 - 74 años,F,2022-04-08,47342
75 - 79 años,F,2022-04-08,34436
80 y más años,F,2022-04-08,51718
00 - 04 años,M,2022-04-11,60000
05 - 09 años,M,2022-04-11,70389
10 - 14 años,M,2022-04-11,91961
15 - 19 años,M,2022-04-11,99607
20 - 24 años,M,2022-04-11,160642
25 - 29 años,M,2022-04-11,209304
30 - 34 años,M,2022-04-11,213388
35 - 39 años,M,2022-04-11,173753
40 - 44 años,M,2022-04-11,145821
45 - 49 años,M,2022-04-11,133302
50 - 54 años,M,2022-04-11,119962
55 - 59 años,M,2022-04-11,115539
60 - 64 años,M,2022-04-11,90809
65 - 69 años,M,2022-04-11,61852
70 - 74 años,M,2022-04-11,42689
75 - 79 años,M,2022-04-11,29716
80 y más años,M,2022-04-11,34528
00 - 04 años,F,2022-04-11,53777
05 - 09 años,F,2022-04-11,65158
10 - 14 años,F,2022-04-11,91170
15 - 19 años,F,2022-04-11,115713
20 - 24 años,F,2022-04-11,182945
25 - 29 años,F,2022-04-11,228961
30 - 34 años,F,2022-04-11,225139
35 - 39 años,F,2022-04-11,182050
40 - 44 años,F,2022-04-11,156374
45 - 49 años,F,2022-04-11,146138
50 - 54 años,F,2022-04-11,132570
55 - 59 años,F,2022-04-11,126381
60 - 64 años,F,2022-04-11,97561
65 - 69 años,F,2022-04-11,67414
70 - 74 años,F,2022-04-11,47438
75 - 79 años,F,2022-04-11,34510
80 y más años,F,2022-04-11,51871
00 - 04 años,M,2022-04-15,60160
05 - 09 años,M,2022-04-15,70604
10 - 14 años,M,2022-04-15,92360
15 - 19 años,M,2022-04-15,99988
20 - 24 años,M,2022-04-15,161065
25 - 29 años,M,2022-04-15,209775
30 - 34 años,M,2022-04-15,213908
35 - 39 años,M,2022-04-15,174218
40 - 44 años,M,2022-04-15,146229
45 - 49 años,M,2022-04-15,133721
50 - 54 años,M,2022-04-15,120289
55 - 59 años,M,2022-04-15,115848
60 - 64 años,M,2022-04-15,91029
65 - 69 años,M,2022-04-15,61969
70 - 74 años,M,2022-04-15,42775
75 - 79 años,M,2022-04-15,29790
80 y más años,M,2022-04-15,34631
00 - 04 años,F,2022-04-15,53896
05 - 09 años,F,2022-04-15,65336
10 - 14 años,F,2022-04-15,91497
15 - 19 años,F,2022-04-15,116242
20 - 24 años,F,2022-04-15,183592
25 - 29 años,F,2022-04-15,229611
30 - 34 años,F,2022-04-15,225891
35 - 39 años,F,2022-04-15,182601
40 - 44 años,F,2022-04-15,156948
45 - 49 años,F,2022-04-15,146679
50 - 54 años,F,2022-04-15,133032
55 - 59 años,F,2022-04-15,126731
60 - 64 años,F,2022-04-15,97823
65 - 69 años,F,2022-04-15,67556
70 - 74 años,F,2022-04-15,47561
75 - 79 años,F,2022-04-15,34586
80 y más años,F,2022-04-15,52030
00 - 04 años,M,2022-04-18,60232
05 - 09 años,M,2022-04-18,70703
10 - 14 años,M,2022-04-18,92516
15 - 19 años,M,2022-04-18,100203
20 - 24 años,M,2022-04-18,161248
25 - 29 años,M,2022-04-18,210003
30 - 34 años,M,2022-04-18,214135
35 - 39 años,M,2022-04-18,174441
40 - 44 años,M,2022-04-18,146425
45 - 49 años,M,2022-04-18,133928
50 - 54 años,M,2022-04-18,120448
55 - 59 años,M,2022-04-18,115993
60 - 64 años,M,2022-04-18,91149
65 - 69 años,M,2022-04-18,62036
70 - 74 años,M,2022-04-18,42828
75 - 79 años,M,2022-04-18,29828
80 y más años,M,2022-04-18,34694
00 - 04 años,F,2022-04-18,53982
05 - 09 años,F,2022-04-18,65412
10 - 14 años,F,2022-04-18,91678
15 - 19 años,F,2022-04-18,116474
20 - 24 años,F,2022-04-18,183893
25 - 29 años,F,2022-04-18,229937
30 - 34 años,F,2022-04-18,226211
35 - 39 años,F,2022-04-18,182882
40 - 44 años,F,2022-04-18,157224
45 - 49 años,F,2022-04-18,146945
50 - 54 años,F,2022-04-18,133280
55 - 59 años,F,2022-04-18,126912
60 - 64 años,F,2022-04-18,97951
65 - 69 años,F,2022-04-18,67649
70 - 74 años,F,2022-04-18,47622
75 - 79 años,F,2022-04-18,34636
80 y más años,F,2022-04-18,52128
00 - 04 años,M,2022-04-22,60370
